company_name,website,sector,contact_name,email,phone,linkedin,location,employee_count,source,ai_score,ai_reason,tag,google_rating
Physiotherapy Home visits -Physioway Rehab@Home.,http://physiowayrehab.co.uk/,Physiotherapy,,,07727 653407,,"Guildford Rd, Woking GU22 0BG",,Google Places,5,"Currently home-based, looking to upgrade to a professional space.",clinic-target,5/5 (20 reviews),ChIJIbP_5rXZdUgR5gQ4x4OaPgA,Woking
Surrey Physiotherapy and Holistic Care,https://www.yourphysiorehab.com/,Physiotherapy,,,01483 663926,,"14 Commercial Way, Woking GU21 6ET, UK",,Google Places,9,Requires clinical space for physiotherapy services,clinic-target,,ChIJxfQqbtbRdUgRqrHRfd3QBY0,Woking
VFHHealthcare,https://www.vfhhealthcare.co.uk/,Massage therapy,,vfhhealthcare@hotmail.co.uk,07976 315815,,"30A College Rd, Woking GU22 8BU, UK",,Google Places,9,Ideal for client-facing massage therapy in a professional setting,wellness,4.9/5 (29 reviews),ChIJo6wgjw3ZdUgR3vHRq8WdDSI,Woking
Victoria Clinic,https://victoriachiropractic.co.uk/,Chiropractic,,info@victoriachiropractic.co.uk,01483 723688,,"Chobham Rd, Woking GU21 4AA, UK",,Google Places,9,Chiropractic practice requires clinical space for client consultations and treatments.,clinic-target,4.9/5 (89 reviews),ChIJvag0oSHYdUgRktUIve_dmTE,Woking
Woking Community Hospital,,Community Health,,,01483 715911,,"Heathside Rd, Woking GU22 7HS, UK",,Google Places,1,NHS or public sector clinics are not suitable for Unit 8,clinic-target,3.6/5 (89 reviews),ChIJ1cIU5yXYdUgR1JA0Ngr308w,Woking
Nuffield Health Woking Hospital,https://www.nuffieldhealth.com/hospitals/woking?utm_source=google&utm_medium=local&utm_campaign=GoogleLocal-Woking,hospital,,reservations.woking@hilton.com,01483 227800,,"Shores Rd, Woking GU21 4BY, UK",,Google Places,1,Large healthcare organization with purpose-built premises,clinic-target,4.7/5 (237 reviews),ChIJjWKvVhzYdUgRiM62WHpwisU,Woking
Cherry Blossoms,http://cherryblossomswoking.co.uk/,Health & Wellness,,,01483 722366,,"The Peacocks Centre, Woking GU21 6GB, UK",,Google Places,6,Wellness focus but may be larger than suitable for Unit 8,wellness,4.9/5 (135 reviews),ChIJAX5iriDYdUgRJo19_URANm4,Woking
The Human Movement Clinic,http://humanmovementclinic.com/,Fitness & Wellness,,4LWhumanmovementclinic@gmail.com,07879 400133,,"Horsell Park, Woking GU21 4LW, UK",,Google Places,5,Fitness and wellness focus may not fully utilize the clinical space,wellness,5/5 (1 reviews),ChIJ8TLPVIrXdUgR6FsOvlJA37I,Woking
Woking Walk-in Centre (Urgent Treatment Centre),https://www.cshsurrey.co.uk/our-services/location/woking-walk-centre,Health Clinic,,,01483 846209,,"Heathside Rd, Woking GU22 7HS, UK",,Google Places,1,Large public sector clinic not suitable for small professional space,clinic-target,3.5/5 (183 reviews),ChIJYYoSoCXYdUgRX4y2EXzf_M4,Woking
Back on Track Healthcare Woking,https://backontrackhealthcare.co.uk/woking,Massage Therapy,,,020 8545 0965,,"1 Westfield Rd, Woking GU22 9LZ, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (11 reviews),ChIJQ3gxXdPZdUgRfJ32E1tngQY,Woking
The Neuro-Muscular Clinic,https://neuromuscularclinic.co.uk/,Chiropractic,,,01483 382449,,"43 The Riding, Woking GU21 5TA, UK",,Google Places,9,Chiropractic practice requires a clinical space for client consultations and treatments.,clinic-target,5/5 (196 reviews),ChIJm2zJqxoJdkgRmxwMDJLibNY,Woking
"Central Surrey Health (CSH), Woking",https://www.cshsurrey.co.uk/,Public Health Clinic,,,,https://www.linkedin.com/company/central-surrey-health/,"Duke St, Woking GU21 5BH, UK",,Google Places,2,"Large public sector clinic, not suitable for small professional space",clinic-target,5/5 (1 reviews),ChIJ89MBOubZdUgRU3Ifx8f4kMM,Woking
Crofton Healthcare - Osteopaths Woking,https://www.wokingosteopaths.co.uk/,Osteopathy,,info@croftonhealthcare.co.uk,01483 770529,,"Wych Hill, Woking GU22 0EX, UK",,Google Places,9,Osteopaths require a clinical space for patient consultations and treatments.,clinic-target,4.8/5 (16 reviews),ChIJd6ujsITXdUgRNT7gflV2_FA,Woking
Laurens Holve Osteopath Woking,https://holve-osteopaths.co.uk/,Osteopathy,,,01483 720464,,"Monument Way E, Woking GU21 5LY, UK",,Google Places,9,"Osteopaths require a clinical space for client consultations, making Unit 8 highly suitable.",clinic-target,5/5 (33 reviews),ChIJc18BHxXYdUgRrQP6MRwM9bY,Woking
Key Osteopaths,https://keyosteopaths.com/,Osteopathy,,,01932 640322,,"Pyrford Rd, West Byfleet KT14 6SD, UK",,Google Places,9,Requires clinical space for osteopathy services,clinic-target,4.9/5 (98 reviews),ChIJ9dLwa4XYdUgRJu_KSE3oRmo,Woking
J&Co Therapy,,Therapy,,,07456 780664,,"7 York Rd, Woking GU22 7XH, UK",,Google Places,9,Suitable for client-facing health/wellness practices,wellness,5/5 (1 reviews),ChIJMZNPkSXZdUgRIna1mYIStVM,Woking
"Joanna Kolker DO, Registered Osteopath",http://www.joannakolker.com/,Osteopathy,,,01932 355449,,"Pyrford Rd, Woking GU22 8UN, UK",,Google Places,9,Osteopaths require clinical space for client consultations and treatments.,clinic-target,5/5 (6 reviews),ChIJNT9aKJLYdUgRzfq2WaFHzcM,Woking
Mark Walles Chiropractic,,Chiropractic,,,01483 723688,,"Chobham Rd, Woking GU21 4AA, UK",,Google Places,9,Chiropractic requires a clinical space suitable for client consultations and treatments.,clinic-target,5/5 (75 reviews),ChIJR_8zoSHYdUgRBFlOEwL9w9U,Woking
Ripley Osteopaths,http://www.ripleyosteopaths.co.uk/,Osteopathy,,,07586 702925,,"Ripley, Woking GU23 6AF, UK",,Google Places,9,Requires clinical space for osteopathy services,clinic-target,5/5 (1 reviews),ChIJc5-t3HXZdUgRv8ofBDDI4so,Woking
Claire Faragher Equine Osteopathy,http://www.cfequineosteo.co.uk/,Equine Health,,,07837 635585,,"Aviary Rd, Woking GU22 8TH, UK",,Google Places,6,Equine osteopathy may not fit the client-facing space requirement as it focuses on animals rather than human clients.,wellness,5/5 (9 reviews),ChIJAyVQ7EXZdUgRD_nWTuzp4-w,Woking
drandherbsplusmassage.co.uk,https://www.drandherbsplusmassage.co.uk/,Massage Therapy,,,01483 757888,,"unit 7 Wolsey Walk, Woking GU21 6XU, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.9/5 (68 reviews),ChIJZenYJifYdUgRoQ_oQYIrT2Y,Woking
New Haw Therapy Clinic,http://newhawclinic.co.uk/,Physiotherapy,,,01932 351120,,"New Haw, Addlestone KT15 3NN, UK",,Google Places,9,"Physiotherapy requires a clinical space, making it highly suitable for client-facing practices.",clinic-target,4.9/5 (145 reviews),ChIJC9JXeCF2dkgRxwaSrGdlrAI,Woking
Chertsey Osteopathic Clinic,https://www.chertseyosteopath.co.uk/,Massage Therapy,,info@chertseyosteopath.co.uk,01932 563081,,"17 Ferndale Ave, Chertsey KT16 9RB, UK",,Google Places,8,"Massage therapy requires a quiet, professional space for client interactions.",wellness,5/5 (212 reviews),ChIJddvsH_d2dkgRsekzS91AlEI,Woking
My Complete Health | MDHKACH LTD,https://my-complete-health.com/,Chiropractic,,,07442 714526,,"St John's, Woking GU21 7SE, UK",,Google Places,9,Chiropractic requires a clinical space for client consultations and treatments.,clinic-target,5/5 (87 reviews),ChIJ_9KYDcHZdUgRFNk-Dh6K8vQ,Woking
Parker Chiropractic,https://parkerchirouk.wixsite.com/mysite,Chiropractic,,,07788 615398,,"Pyrford, Woking GU22 8TQ, UK",,Google Places,9,Chiropractic practice requires a clinical space for client consultations and treatments.,clinic-target,5/5 (11 reviews),ChIJp1ATXnPZdUgRZBK-RcJpOmc,Woking
Northwood Chiropractic,http://northwoodchiropractic.co.uk/,Chiropractic,,,01483 399643,,"Knaphill, Woking GU21 2ET, UK",,Google Places,9,Chiropractic practice requires a clinical space for client consultations and treatments.,clinic-target,5/5 (44 reviews),ChIJteWwqtzXdUgRJ-j5l6rjC2c,Woking
West Chiropractic - Chiropractor Woking,http://www.westchiropractic.co.uk/,Chiropractic,,,01932 508283,,"43 Old Woking Rd, West Byfleet KT14 6LG",,Google Places,9,Chiropractors require clinical space for client consultations and treatments.,clinic-target,5/5 (712 reviews),ChIJHx-62CHZdUgRUz3BuHHfuFs,Woking
Optimal Health Inspired,https://www.optimalhealthinspired.com/,Chiropractic,,,01483 963713,,"Ripley, Woking GU23 7JZ, UK",,Google Places,9,Chiropractic requires a clinical space which Unit 8 provides.,clinic-target,5/5 (100 reviews),ChIJFR6sNdvZdUgRAe3frYOBd60,Woking
Sandy Boniface Chiropractic,,Chiropractic,,,07824 620137,,"Knaphill, Woking GU21 2AY, UK",,Google Places,9,"Chiropractic practice requires a small, professional clinical space for client consultations and treatments.",clinic-target,5/5 (11 reviews),ChIJi47rvFHWdUgRCwbkjitEuBE,Woking
Siam Thai Therapy Woking,https://www.siamthaitherapy.com/,Massage Therapy,,,07941 675812,,"25 Greenham Walk, Woking GU21 3HB, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.9/5 (313 reviews),ChIJT-HFYprXdUgR0NjmRx09Cik,Woking
Palmer Chiropractic - Brookwood,https://www.palmerchiropractic.co.uk/,Chiropractic,,tom@palmerchiropractic.co.uk,01483 379630,,"Brookwood, Woking GU24 0AD, UK",,Google Places,9,Chiropractic requires a clinical space for client consultations and treatments.,clinic-target,5/5 (15 reviews),ChIJI1k7WN_XdUgR2v-vkcd2UpE,Woking
The Art Of Health,http://theartofhealth.uk/,Chiropractic,,,07771 988524,,"Blackdown Ave, Woking GU22 8QH, UK",,Google Places,9,Chiropractic practice requires a clinical space for client consultations and treatments.,clinic-target,5/5 (2 reviews),ChIJdxKxBazZdUgRIKFsDnNFKVY,Woking
Private GP Clinic,https://privategpclinic.co.uk/?utm_source=Organic&utm_medium=GMB_Listing_West_Byfleet&utm_id=Google,Private GP or small health clinics,,,01932 344004,,"Madeira Rd, West Byfleet KT14 6DH, UK",,Google Places,9,Requires clinical space for patient consultations,clinic-target,4.7/5 (322 reviews),ChIJGdsWHYXYdUgRx08mryVORrs,Woking
Care Fertility,https://carefertility.com/clinics/woking,Health & Wellness,,,01483 957070,,"5 Hill View Rd, Woking GU22 7HW, UK",,Google Places,8,Specialized fertility clinic requiring a professional and quiet space for client consultations.,clinic-target,4.1/5 (49 reviews),ChIJZwfAwnnZdUgRlUITubQEN_o,Woking
Walk-In Centre (Private),https://privategpclinic.co.uk/walk-in-center/,Private health clinic,,,01932 344004,,"Madeira Rd, West Byfleet KT14 6DH, UK",,Google Places,5,Larger practice that may outgrow the space,clinic-target,5/5 (1 reviews),ChIJ42R1tOzZdUgR4-b5CR7oESw,Woking
Woking Sexual Health Clinic,https://www.sexualhealth.cnwl.nhs.uk/clinics/woking-clinic/,sexual health clinic,,,01483 675389,,"3 Heathside Rd, Woking GU22 7HS, UK",,Google Places,1,"NHS clinic, not suitable for a small professional space",clinic-target,3.8/5 (17 reviews),ChIJfYJsCCbYdUgRkiDlbf0pgK0,Woking
Sunny Meed Surgery,http://sunnymeedsurgery.nhs.uk/,Health Clinic,,,01483 766699,,"15-17 Heathside Rd, Woking GU22 7EY, UK",,Google Places,1,"NHS clinic, not suitable for a small professional space",clinic-target,4.3/5 (854 reviews),ChIJVap4SCXYdUgR5E4wixCfkUc,Woking
Connect Private GP and Aesthetics Clinic,https://www.connectprivategp.co.uk/,Private GP or small health clinics,,,01932 800644,,"Madeira Rd, West Byfleet KT14 6DH, UK",,Google Places,9,Private GP practice suitable for client-facing health services,clinic-target,5/5 (4 reviews),ChIJLWWxp9jZdUgRL5Ooda2HCg8,Woking
Woking Private Colposcopy Service,,Health Clinic,,,07565 958375,,"Nuffield Health Woking Hospital, Shores Rd",,Google Places,4,Already in a purpose-built health clinic,clinic-target,,ChIJyaTflx3YdUgRcQ86h9T1jOo,Woking
Dr C Molony - Hillview Medical Centre,,Health Clinic,,,01483 766333,,"3 Heathside Rd, Woking GU22 7QP, UK",,Google Places,4,Large health clinic likely outgrowing the space,clinic-target,5/5 (2 reviews),ChIJn9s32iXYdUgR7zyKU25u9JM,Woking
Hillview Medical Centre.,https://hillviewmedicalcentre.nhs.uk/,Health Clinic,,,01483 766333,,"3 Heathside Rd, Woking GU22 7QP, UK",,Google Places,1,"NHS clinic, not suitable for a small professional space",clinic-target,2.8/5 (168 reviews),ChIJw8jr1SfYdUgRxjRiWGGDa9o,Woking
Heathcot Medical Practice,http://www.heathcotmedicalpractice.nhs.uk/,Health & Wellness,,,01483 761100,,"Heathside Rd, Woking GU22 7XL, UK",,Google Places,2,"NHS public sector clinic, not suitable for a small professional space.",clinic-target,2.5/5 (96 reviews),ChIJFVd06yXYdUgRga3kq8F9d5Y,Woking
CEDA Health Care Ltd,https://www.cedahealth.co.uk/,Health & Wellness,,,01932 344004,,"Madeira Rd, West Byfleet KT14 6DH, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,5/5 (1 reviews),ChIJZyLk-7HZdUgRau0FCS4HIHQ,Woking
Online GP Appointments,http://www.privategpclinic.co.uk/gp-appointments/,Health Clinic,,,01932 344004,,"Madeira Rd, West Byfleet KT14 6DH, UK",,Google Places,6,Health clinic that may require more space for operations,clinic-target,5/5 (1 reviews),ChIJx_dF8mPZdUgRkcAy97B925c,Woking
Private Medical Services Membership,https://privategpclinic.co.uk/membership-scheme/,Private GPs or small health clinics,,,01932 344004,,"Madeira Rd, West Byfleet KT14 6DH, UK",,Google Places,8,Suitable for client-facing health services with a focus on wellness,clinic-target,,ChIJjY6ljIDZdUgRSOw3Yqdp8sc,Woking
York House Medical Centre,https://www.goldsworthmedicalpractice.nhs.uk/,Health & Wellness,,,01483 767194,,"Heathside Rd, Woking GU22 7XL, UK",,Google Places,1,"NHS or public sector clinic, not suitable for a small professional space",clinic-target,2.1/5 (20 reviews),ChIJxbPlBLzXdUgRZ_7bVmrqYO4,Woking
Dr U Anderson - St Johns Family Practice,,Health Clinic,,,01483 227060,,"Hermitage Rd, Woking GU21 8TD, UK",,Google Places,6,Health clinic may require more space than Unit 8 offers,clinic-target,3.6/5 (16 reviews),ChIJTSgkhK_XdUgR4aqY_MwoF_Y,Woking
West Byfleet HealthCentre,,Health & Wellness,,,01932 336880,,"Station Approach, West Byfleet KT14 6NG, UK",,Google Places,3,Large health centre likely exceeds space requirements,clinic-target,3.4/5 (14 reviews),ChIJnyNUFBPZdUgRmEEnt-9et3g,Woking
MSI Reproductive Choices - Woking Community Treatment Centre,https://www.msichoices.org.uk/,Public Health Clinic,,,0345 300 8090,,"3 Heathside Rd, Woking GU22 7QP, UK",,Google Places,4,"Large public sector clinic, not suitable for small professional space",clinic-target,3/5 (2 reviews),ChIJQ-MpqyHZdUgRvvHvzjYCU-8,Woking
St Johns Health Centre,https://thefamilypractice-stjohns.nhs.uk/,Health Clinic,,,01483 227060,,"St John's, Woking GU21 8TD, UK",,Google Places,1,"NHS clinic, not suitable for a small professional space",clinic-target,2.5/5 (74 reviews),ChIJ8eikh6_XdUgR3-L3vc7eTd4,Woking
FastHeal Pharmacy & Clinic,https://fastheal.co.uk/?utm_source=google_profile&utm_campaign=localo&utm_medium=mainlink,health clinic,,,01483 478181,,"3 Mercia Walk, Woking GU21 6XS, UK",,Google Places,8,Suitable for client-facing health practices with a focus on wellness.,clinic-target,4.3/5 (80 reviews),ChIJ_WZeDPPZdUgRib5Lqj-FRpU,Woking
Woking Community Mental Health Recovery Service,https://www.sabp.nhs.uk/our-services/mental-health/community-services/CMHRSwoking,Mental Health Services,,asc.infoandadvice@surreycc.gov.uk,01483 756318,http://www.linkedin.com/company/nhs-surrey-and-borders-partnership,"29 Claremont Ave, Woking GU22 7SF, UK",,Google Places,2,"NHS public sector clinic, not suitable for private professional space",clinic-target,1.5/5 (21 reviews),ChIJs0IJ-inYdUgRwJrtST0B07A,Woking
Sheerwater Health Centre,https://sheerwaterhealthcentre.nhs.uk/,Health Clinic,,,01932 343524,,"Devonshire Ave, Woking GU21 5QJ, UK",,Google Places,1,"NHS clinic, not suitable for a small professional space",clinic-target,2.9/5 (48 reviews),ChIJQ_r2X2XYdUgRb58s8-E-5XI,Woking
J&A Skin Clinic,https://www.ja-skinclinic.co.uk/,Cosmetic health clinic,,ja.skinclinic@gmail.com,07432 383632,,"7 York Rd, Woking GU22 7XH, UK",,Google Places,9,"Suitable for client-facing health and wellness practices, likely offering treatments in a professional space.",clinic-target,5/5 (18 reviews),ChIJn57HYffZdUgRYClATnUrTTg,Woking
Surrey Total Health,http://www.surreytotalhealth.co.uk/,Health & Wellness,,info@surreytotalhealth.co.uk,07983 322574,,"Shores Rd, Woking GU21 4BY, UK",,Google Places,7,Wellness-focused business that may benefit from a professional space but could potentially outgrow it.,wellness,1/5 (1 reviews),ChIJbc_rCBvYdUgRbCXKRG0E2Uc,Woking
Southview Surgery,http://www.southviewmedicalpractice.nhs.uk/,Health Clinic,,,01483 766099,,"Guildford Rd, Woking GU22 7RR",,Google Places,2,"NHS clinic, not suitable for small professional space",clinic-target,2.2/5 (87 reviews),ChIJR98bcCjYdUgRr4HVIuQRO18,Woking
The Family Practice,http://www.thefamilypractice-stjohns.co.uk/,Health & Wellness,,,01483 227060,,"St. Johns Health Centre/Hermitage Rd, Woking GU21 8TD, UK",,Google Places,6,Medium suitability as they may be larger and could outgrow the space,wellness,2.3/5 (39 reviews),ChIJTSgkhK_XdUgRMYG20Hv6iJs,Woking
Woking Dental Care,https://wokingdentalcare.co.uk/?utm_source=local&utm_medium=organic&utm_content=gmb,Dental,,admin@wokingdentalcare.co.uk,01483 763360,,"5A Oriental Rd, Woking GU22 7AH, UK",,Google Places,6,Dental practice fits well but may require more space for equipment and patient flow.,clinic-target,4.9/5 (404 reviews),ChIJoy_UFyTYdUgR4ZrfoKblq-8,Woking
Perfect Smile - Dentist in Woking,https://www.perfectsmile-dental.com/clinics/dentist-woking/?utm_source=gmb&utm_medium=map,Cosmetic dentistry,,,01483 728186,,"99 Goldsworth Rd, Woking GU21 6LJ, UK",,Google Places,8,Suitable for client-facing dental practice in a professional space,clinic-target,4.7/5 (412 reviews),ChIJ_6znB4nXdUgRUgzSKq-CwUs,Woking
Goldsworth Road Dental & Implant Centre,https://www.goldsworthroaddental.co.uk/,Cosmetic dentistry,,,01483 495303,,"96 Goldsworth Rd, Woking GU21 6LN, UK",,Google Places,8,Private dental practice suitable for client-facing health services,clinic-target,4.9/5 (159 reviews),ChIJ2XFPJonXdUgRE7Fp9yEqfHY,Woking
Bupa Dental Care Woking,https://www.bupa.co.uk/dental/dental-care/practices/woking?y_source=1_MTE2NzAyMjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,dental,,,01483 761777,,"The Retreat, Guildford Rd, Woking GU22 7QJ",,Google Places,4,Large dental practice likely to outgrow the space,clinic-target,4.7/5 (224 reviews),ChIJl7JfB3_XdUgRDNeDkz-3IZM,Woking
Damira Maycroft,https://damiradental.co.uk/location/maycroft/?utm_source=google&utm_medium=organic&utm_campaign=gbp-maycroft-dental-practice,Cosmetic dentistry,,,01483 773753,,"Chobham Rd, Woking GU21 4AB, UK",,Google Places,9,Private dental practice suitable for client-facing health services,clinic-target,4.4/5 (628 reviews),ChIJ-3UxriHYdUgR0Qdvdw-OHHI,Woking
Sync Dental Parkside,https://syncdental.co.uk/locations/parkside/,Dental,,,01483 766355,,"Goldsworth House, Woking GU21 3LQ, UK",,Google Places,8,Private dental practice suitable for client-facing health services,clinic-target,4.7/5 (617 reviews),ChIJubPlBLzXdUgR22zTtvg7f8M,Woking
The Dental Practice On Broadway,https://www.dentalpb.co.uk/?utm_source=gmb&utm_medium=organic,Dental Practice,,,01483 730808,,"6 The Broadway, Woking GU21 5AP, UK",,Google Places,9,Cosmetic dental practice fits well in a professional client-facing space.,clinic-target,4.9/5 (36 reviews),ChIJQ_BX9SPYdUgRofLZuDfQMAM,Woking
